name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Amos Willingham,25,Washington,1,0,,,,1.0,2,2,2,0,1,1,18.0,2.0,0.333,9.0,686294,2024
Bryse Wilson,26,Milwaukee,34,9,5.0,4.0,,104.2,102,49,47,31,82,20,4.04,1.271,0.27,7.1,669060,2024
Justin Wilson,36,Cincinnati,60,0,1.0,5.0,2.0,46.2,55,30,29,13,51,10,5.59,1.457,0.338,9.8,458677,2024
Steven Wilson,29,Chicago,40,0,1.0,6.0,,34.2,29,29,22,26,34,8,5.71,1.587,0.236,8.8,621051,2024
Weston Wilson,29,Philadelphia,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,642215,2024
Allan Winans,28,Atlanta,2,2,,2.0,,7.2,14,14,13,4,4,3,15.26,2.348,0.367,4.7,642216,2024
Josh Winckowski,26,Boston,39,6,4.0,2.0,2.0,75.0,81,44,35,26,60,10,4.2,1.427,0.31,7.2,670174,2024
Josh Winder,27,Minnesota,4,0,,,,9.0,7,4,3,1,10,0,3.0,0.889,0.28,10.0,680739,2024
Trey Wingenter,30,"Boston,Chicago",7,0,,,,8.1,13,9,9,4,6,2,9.72,2.04,0.379,6.5,622259,2024
Cole Winn,24,Texas,13,0,,1.0,,17.1,18,15,15,4,14,2,7.79,1.269,0.296,7.3,668390,2024
Keaton Winn,26,San Francisco,12,12,3.0,8.0,,55.1,56,44,44,20,48,9,7.16,1.373,0.301,7.8,676775,2024
Patrick Wisdom,32,Chicago,1,0,,,,0.1,1,0,0,1,0,0,0.0,6.0,0.5,0.0,621550,2024
Bryan Woo,24,Seattle,22,22,9.0,3.0,,121.1,96,41,39,13,101,14,2.89,0.898,0.24,7.5,693433,2024
Alex Wood,33,Oakland,9,9,1.0,3.0,,39.1,51,27,23,19,33,6,5.26,1.78,0.372,7.6,622072,2024
Jake Woodford,27,"Chicago,Pittsburgh",9,7,,6.0,,35.0,48,37,31,9,26,6,7.97,1.629,0.341,6.7,663765,2024
Simeon Woods Richardson,23,Minnesota,28,28,5.0,5.0,,133.2,125,63,62,48,117,16,4.17,1.294,0.285,7.9,680573,2024
Justin Wrobleski,23,Los Angeles,8,6,1.0,2.0,1.0,36.1,34,24,23,16,26,9,5.7,1.376,0.245,6.4,680736,2024
Yoshinobu Yamamoto,25,Los Angeles,22,22,9.0,2.0,,108.2,90,40,38,28,120,10,3.15,1.086,0.285,9.9,808967,2024
Ryan Yarbrough,32,"Los Angeles,Toronto",43,0,5.0,2.0,1.0,95.1,68,36,35,31,61,11,3.3,1.038,0.214,5.8,642232,2024
Mike Yastrzemski,33,San Francisco,1,0,,,,1.0,2,2,2,3,0,0,18.0,5.0,0.4,0.0,573262,2024
Kirby Yates,37,Texas,61,0,7.0,2.0,33.0,61.2,23,10,8,28,85,3,1.17,0.827,0.169,12.4,489446,2024
Alex Young,30,"Cincinnati,New York",17,0,,,,15.2,15,5,5,7,15,2,2.87,1.404,0.295,8.6,622065,2024
Danny Young,30,New York,44,0,4.0,1.0,,41.1,33,25,22,21,51,3,4.79,1.306,0.303,11.1,664849,2024
Rob Zastryzny,32,Milwaukee,9,3,1.0,,,7.2,4,1,1,1,5,0,1.17,0.652,0.19,5.9,642239,2024
Ryan Zeferjahn,26,Los Angeles,12,0,,,,17.0,7,4,4,6,18,0,2.12,0.765,0.184,9.5,666171,2024
Angel Zerpa,24,Kansas City,65,0,4.0,,,57.2,61,25,24,22,54,6,3.75,1.439,0.324,8.4,672582,2024
Tyler Zuber,29,Tampa Bay,2,0,,,,3.1,3,1,1,2,4,1,2.7,1.5,0.25,10.8,676604,2024
Yosver Zulueta,26,Cincinnati,12,0,,,,16.1,15,10,9,7,20,2,4.96,1.347,0.333,11.0,691172,2024
Guillo Zu\xc3\xb1iga,25,Los Angeles,15,0,,,2.0,17.2,16,10,10,8,12,5,5.09,1.358,0.22,6.1,670871,2024
